strategy_id,label,dna,n_params,robustness_score,eligible,n_profitable_assets,n_assets,total_trades,min_trades_per_asset,avg_profit_factor,avg_sharpe,cross_asset_sharpe_std,BTCUSD_daily_trades,BTCUSD_daily_return_pct,BTCUSD_daily_pf,BTCUSD_daily_sharpe,BTCUSD_hourly_trades,BTCUSD_hourly_return_pct,BTCUSD_hourly_pf,BTCUSD_hourly_sharpe,EURUSDX_daily_trades,EURUSDX_daily_return_pct,EURUSDX_daily_pf,EURUSDX_daily_sharpe,EURUSDX_hourly_trades,EURUSDX_hourly_return_pct,EURUSDX_hourly_pf,EURUSDX_hourly_sharpe,GLD_daily_trades,GLD_daily_return_pct,GLD_daily_pf,GLD_daily_sharpe,GLD_hourly_trades,GLD_hourly_return_pct,GLD_hourly_pf,GLD_hourly_sharpe,SPY_daily_trades,SPY_daily_return_pct,SPY_daily_pf,SPY_daily_sharpe,SPY_hourly_trades,SPY_hourly_return_pct,SPY_hourly_pf,SPY_hourly_sharpe,TNX_daily_trades,TNX_daily_return_pct,TNX_daily_pf,TNX_daily_sharpe,TNX_hourly_trades,TNX_hourly_return_pct,TNX_hourly_pf,TNX_hourly_sharpe
S4533628,LONG: lowest_low_10 + 0.75xATR(40)  |  filter=adx_below(40)  |  exit=ATR stop 2.0x / target 5.0x,lowest_low_10|adx_below|atr_stop_target|long,6,73.0,True,9,10,4478,165,1.3,0.73,0.56,230,1667.1,1.46,0.69,941,80.6,1.12,1.0,258,5.0,1.05,0.07,643,-1.1,0.99,-0.06,305,1265.5,1.69,0.85,199,69.2,1.48,1.67,460,264.0,1.23,0.31,198,32.8,1.31,1.06,1079,740.5,1.22,0.25,165,57.5,1.48,1.48
S3692809,LONG: lowest_low_10 + 1.0xATR(40)  |  filter=adx_master_filter  |  exit=EOD (close at end of session),lowest_low_10|adx_master_filter|eod_exit|long,4,71.8,True,10,10,10996,333,1.15,0.54,0.53,1267,254.6,1.15,0.47,628,60.2,1.14,0.8,1026,5.3,1.07,0.11,438,2.4,1.04,0.23,1096,19.5,1.07,0.16,389,11.9,1.17,0.72,1915,62.2,1.1,0.23,342,10.5,1.17,0.55,3562,67.9,1.09,0.14,333,41.9,1.49,1.96
S4246597,LONG: lowest_low_10 + 0.5xATR(10)  |  filter=adx_master_filter  |  exit=EOD (close at end of session),lowest_low_10|adx_master_filter|eod_exit|long,4,71.5,True,10,10,12530,368,1.13,0.49,0.46,1485,285.7,1.14,0.49,639,52.0,1.13,0.72,1356,6.2,1.07,0.12,448,4.1,1.07,0.36,1244,20.6,1.07,0.16,424,8.8,1.11,0.53,2101,26.8,1.05,0.13,368,11.2,1.16,0.57,4075,50.8,1.07,0.12,390,38.7,1.39,1.72
S6737831,LONG: lowest_low_10 + 0.5xATR(30)  |  filter=close_above_sma100  |  exit=stop@POI / target 5.0xATR,lowest_low_10|close_above_sma100|poi_anchored_stop|long,5,69.8,True,9,10,2643,103,1.37,0.58,0.41,167,13452.2,2.1,1.14,551,-1.5,1.02,0.12,179,35.5,1.25,0.23,323,6.2,1.13,0.64,201,251.0,1.5,0.5,127,51.9,1.52,1.46,322,477.8,1.51,0.52,124,3.3,1.07,0.2,546,808.2,1.35,0.29,103,18.9,1.28,0.71
S8886116,LONG: donchian_low20 + 3.0xATR(40)  |  filter=shallow_pullback_long(0.75)  |  exit=time(5 bars),donchian_low20|shallow_pullback_long|time_exit|long,5,62.4,True,7,10,4413,178,1.18,0.36,0.35,242,1841.6,1.65,0.82,808,-1.1,1.02,0.12,237,-16.1,0.87,-0.17,566,-1.5,0.97,-0.17,333,86.7,1.25,0.33,208,14.1,1.17,0.59,647,121.3,1.22,0.32,217,13.9,1.26,0.88,977,334.1,1.22,0.26,178,12.6,1.2,0.65
S6232800,LONG: sma50 + 1.5xATR(20)  |  filter=adx_below(35)  |  exit=stop@POI / target 2.0xATR,sma50|adx_below|poi_anchored_stop|long,5,61.6,True,8,10,2811,112,1.22,0.33,0.45,162,1074.1,1.68,0.84,555,-32.5,0.9,-0.72,152,-8.2,0.96,-0.05,342,1.2,1.03,0.18,256,225.5,1.45,0.53,124,6.1,1.11,0.33,332,240.5,1.41,0.48,118,7.4,1.17,0.54,658,181.8,1.19,0.19,112,20.6,1.34,0.94
S7365927,LONG: prev_close + 1.0xATR(20)  |  exit=EOD (close at end of session),prev_close|none|eod_exit|long,3,60.3,True,7,10,5154,187,1.25,0.6,1.03,317,104.4,1.27,0.41,528,68.9,1.2,1.0,272,-0.3,1.0,-0.0,428,-0.6,1.0,-0.02,481,4.3,1.05,0.07,229,11.5,1.3,1.01,631,-22.3,0.88,-0.19,197,2.1,1.07,0.19,1884,31.4,1.11,0.1,187,63.6,2.59,3.48
S7812348,LONG: donchian_low20 + 0.5xATR(40)  |  filter=shallow_pullback_long(1.0)  |  exit=time(5 bars),donchian_low20|shallow_pullback_long|time_exit|long,5,60.1,True,7,10,6821,280,1.12,0.24,0.34,384,3048.3,1.51,0.83,1465,-8.3,1.0,0.03,525,-11.0,0.97,-0.05,975,-3.2,0.96,-0.3,474,244.1,1.35,0.51,280,23.0,1.19,0.79,857,17.0,1.05,0.1,303,2.3,1.04,0.16,1275,3.3,1.06,0.08,283,4.1,1.05,0.22
S3332590,LONG: donchian_low20 + 0.5xATR(14)  |  exit=ATR stop 1.5x / target 1.5x,donchian_low20|none|atr_stop_target|long,5,60.1,True,7,10,10675,420,1.11,0.37,0.52,566,1337.8,1.26,0.7,2182,-22.0,0.98,-0.23,631,-4.3,1.0,0.01,1541,-6.3,0.96,-0.59,781,377.1,1.25,0.61,452,25.3,1.15,0.94,1188,205.4,1.12,0.31,452,15.2,1.11,0.7,2462,35.7,1.06,0.12,420,35.6,1.19,1.18
S5841066,LONG: sma50 + 2.0xATR(14)  |  filter=adx_master_filter  |  exit=ATR stop 1.0x / target 1.5x,sma50|adx_master_filter|atr_stop_target|long,6,60.0,True,7,10,4186,162,1.15,0.38,0.6,317,729.8,1.4,0.78,790,-12.2,0.96,-0.36,197,-11.6,0.89,-0.16,558,-1.5,0.97,-0.24,344,15.3,1.07,0.13,245,24.9,1.4,1.72,434,21.2,1.09,0.14,162,7.2,1.24,0.87,958,406.4,1.33,0.39,181,7.4,1.13,0.52
S6703084,LONG: lowest_low_10 + 0.5xATR(40)  |  filter=shallow_pullback_long(0.5)  |  exit=EOD (close at end of session),lowest_low_10|shallow_pullback_long|eod_exit|long,4,57.4,True,6,10,7973,261,1.12,0.38,0.53,569,397.9,1.34,0.7,638,31.2,1.1,0.56,739,-0.2,1.0,0.0,455,-3.2,0.96,-0.23,816,6.2,1.04,0.08,261,20.1,1.5,1.44,1591,-21.6,0.95,-0.13,277,3.1,1.08,0.3,2366,-11.8,0.99,-0.01,261,17.2,1.29,1.09
S7579119,LONG: lowest_low_10 + 2.5xATR(10)  |  filter=atr_expansion(1.0)  |  exit=EOD (close at end of session),lowest_low_10|atr_expansion|eod_exit|long,4,57.1,True,6,10,4776,121,1.16,0.35,0.55,418,510.0,1.46,0.77,425,53.9,1.18,0.86,289,1.0,1.06,0.04,310,-1.7,0.96,-0.18,500,-1.3,1.0,0.01,159,8.0,1.3,0.83,707,-27.5,0.86,-0.24,135,-2.9,0.91,-0.2,1712,75.4,1.19,0.17,121,19.7,1.63,1.44
S9372345,LONG: sma50 + 1.5xATR(14)  |  filter=adx_below(45)  |  exit=stop@POI / target 1.5xATR,sma50|adx_below|poi_anchored_stop|long,5,56.9,True,6,10,3446,132,1.2,0.31,0.43,226,6007.3,2.0,1.25,673,-2.2,1.01,0.07,187,-12.2,0.93,-0.08,406,-1.2,0.98,-0.13,297,113.3,1.29,0.38,163,-0.0,1.02,0.06,426,219.2,1.35,0.46,146,0.5,1.02,0.07,790,40.2,1.09,0.11,132,20.2,1.31,0.94
S8200699,LONG: sma50 + 1.0xATR(30)  |  filter=adx_master_filter  |  exit=ATR stop 2.0x / target 2.0x,sma50|adx_master_filter|atr_stop_target|long,6,56.5,True,7,10,3207,121,1.15,0.26,0.59,256,2364.1,1.56,0.95,598,-8.8,0.98,-0.13,147,-13.8,0.9,-0.13,423,-6.9,0.87,-0.96,259,52.8,1.17,0.26,198,26.1,1.32,1.31,295,111.3,1.28,0.34,121,2.2,1.06,0.21,766,161.9,1.18,0.2,144,10.6,1.15,0.55
S5995243,LONG: prev_low + 1.0xATR(14)  |  filter=adx_master_filter  |  exit=ATR stop 1.0x / target 2.0x,prev_low|adx_master_filter|atr_stop_target|long,6,56.3,True,6,10,5342,217,1.14,0.39,0.69,368,944.7,1.33,0.68,1214,-19.3,0.97,-0.35,217,-33.2,0.72,-0.45,805,-0.8,0.99,-0.09,338,101.0,1.27,0.4,267,17.2,1.2,0.9,570,-20.3,0.99,-0.02,245,6.9,1.11,0.47,1092,813.4,1.3,0.35,226,49.3,1.53,2.03
S4498437,LONG: lowest_low_10 + 2.0xATR(14)  |  filter=close_above_sma100  |  exit=stop@POI / target 1.5xATR,lowest_low_10|close_above_sma100|poi_anchored_stop|long,5,50.1,True,5,10,3908,158,1.09,0.02,0.39,241,1129.5,1.52,0.77,741,-29.6,0.93,-0.56,218,14.2,1.11,0.14,483,-4.5,0.93,-0.5,330,62.6,1.17,0.25,187,-6.3,0.95,-0.17,501,252.7,1.3,0.43,174,-4.0,0.95,-0.18,875,4.7,1.06,0.07,158,-3.3,0.98,-0.08
S4959525,SHORT: donchian_high20 + 2.5xATR(10)  |  filter=adx_below(35)  |  exit=EOD (close at end of session),donchian_high20|adx_below|eod_exit|short,4,49.7,True,5,10,10560,236,1.02,0.02,0.37,894,0.8,1.06,0.16,592,-34.4,0.93,-0.46,1105,2.2,1.03,0.05,459,-4.2,0.94,-0.33,1200,26.8,1.09,0.22,244,11.1,1.26,0.88,1216,-51.9,0.89,-0.25,236,-3.4,0.94,-0.23,4362,-49.3,0.97,-0.06,252,2.9,1.06,0.22
S8962003,LONG: prev_low + 1.0xATR(30)  |  filter=atr_expansion(1.0)  |  exit=EOD (close at end of session),prev_low|atr_expansion|eod_exit|long,4,48.7,True,4,10,5251,199,1.09,0.34,0.71,453,359.9,1.37,0.66,510,103.8,1.25,1.22,329,-14.0,0.63,-0.45,412,-0.3,1.0,-0.01,551,-11.4,0.94,-0.11,226,1.9,1.05,0.18,873,-19.2,0.95,-0.09,221,-2.1,0.98,-0.06,1477,-6.3,1.01,0.01,199,34.8,1.73,2.01
S3799958,SHORT: session_open + 0.5xATR(40)  |  filter=adx_below(35)  |  exit=stop@POI / target 2.0xATR,session_open|adx_below|poi_anchored_stop|short,5,46.9,True,4,10,5686,167,1.01,0.22,0.63,318,17.1,1.1,0.2,1517,-11.7,0.99,-0.14,167,-18.1,0.82,-0.23,918,14.4,1.18,1.64,419,-51.0,0.82,-0.34,213,-5.3,0.93,-0.32,799,-36.0,0.96,-0.07,280,5.0,1.07,0.36,784,-49.7,0.98,-0.03,271,22.0,1.27,1.1
S5883692,SHORT: donchian_high20 + 2.5xATR(10)  |  filter=adx_below(45)  |  exit=EOD (close at end of session),donchian_high20|adx_below|eod_exit|short,4,46.5,True,4,10,10925,239,1.0,-0.01,0.34,949,-64.6,0.97,-0.09,620,-20.3,0.98,-0.14,1157,2.3,1.03,0.05,476,-4.5,0.94,-0.34,1215,20.5,1.07,0.17,262,12.1,1.24,0.82,1230,-56.1,0.88,-0.28,239,-8.2,0.88,-0.4,4515,-48.5,0.97,-0.06,262,2.7,1.05,0.21
S5886438,SHORT: donchian_high20 + 1.0xATR(30)  |  filter=adx_below(35)  |  exit=EOD (close at end of session),donchian_high20|adx_below|eod_exit|short,4,45.7,True,4,10,16333,358,0.98,-0.09,0.4,1416,-88.0,0.92,-0.32,690,-53.1,0.89,-0.8,2058,-8.4,0.95,-0.09,509,-8.4,0.9,-0.62,2004,10.6,1.03,0.1,358,3.7,1.06,0.29,2504,-34.4,0.97,-0.09,377,0.6,1.02,0.08,6018,-75.1,0.95,-0.13,399,12.8,1.12,0.63
S5062761,SHORT: donchian_high20 + 3.0xATR(20)  |  filter=adx_below(40)  |  exit=EOD (close at end of session),donchian_high20|adx_below|eod_exit|short,4,45.2,True,4,10,8990,195,0.97,-0.14,0.43,726,-93.2,0.78,-0.62,524,-13.7,0.99,-0.07,842,12.4,1.17,0.2,444,-11.3,0.83,-0.99,995,-32.6,0.88,-0.27,220,5.5,1.13,0.43,955,-71.7,0.78,-0.47,195,-1.8,0.97,-0.1,3873,0.9,1.03,0.05,216,5.6,1.11,0.41
S2507833,SHORT: donchian_high20 + 0.5xATR(10)  |  filter=adx_master_filter  |  exit=EOD (close at end of session),donchian_high20|adx_master_filter|eod_exit|short,4,42.6,True,3,10,12242,343,0.95,-0.23,0.37,1432,-96.5,0.87,-0.54,638,-49.7,0.9,-0.67,1423,9.3,1.1,0.16,454,-8.4,0.88,-0.69,1172,-36.3,0.89,-0.27,402,6.0,1.08,0.37,1823,-44.4,0.94,-0.15,343,-11.9,0.86,-0.56,4166,-67.4,0.93,-0.14,389,3.6,1.04,0.23
S3346899,SHORT: highest_high_10 + 2.0xATR(20)  |  filter=shallow_pullback_short(1.0)  |  exit=EOD (close at end of session),highest_high_10|shallow_pullback_short|eod_exit|short,4,42.4,True,3,10,7059,195,0.98,-0.06,0.42,461,-45.8,0.97,-0.06,565,-33.0,0.93,-0.4,781,-9.8,0.86,-0.19,458,-7.5,0.88,-0.65,714,19.8,1.11,0.2,202,6.8,1.18,0.55,814,-46.3,0.86,-0.25,195,-7.0,0.85,-0.41,2635,-54.3,0.91,-0.14,234,10.1,1.21,0.76
S2232392,SHORT: sma20 + 0.75xATR(40)  |  filter=shallow_pullback_short(1.0)  |  exit=time(3 bars),sma20|shallow_pullback_short|time_exit|short,5,39.5,True,2,10,5209,192,0.88,-0.31,0.28,244,-94.5,0.71,-0.52,1038,-24.2,0.94,-0.44,431,19.1,1.13,0.19,862,-3.6,0.94,-0.45,342,-55.4,0.76,-0.4,197,-9.5,0.85,-0.56,425,-80.4,0.71,-0.44,192,2.6,1.06,0.23,1238,-94.1,0.86,-0.16,240,-10.1,0.87,-0.58
S7264131,SHORT: sma20 + 1.0xATR(20)  |  filter=close_below_sma100  |  exit=time(3 bars),sma20|close_below_sma100|time_exit|short,5,39.3,True,2,10,4508,170,0.98,-0.19,0.43,200,-58.1,0.95,-0.07,992,-42.4,0.87,-1.03,338,36.2,1.28,0.31,784,-6.9,0.87,-0.95,255,-30.3,0.86,-0.16,170,4.4,1.09,0.29,335,-56.3,0.85,-0.18,171,-3.4,0.95,-0.18,1065,-17.4,1.05,0.06,198,-0.2,1.01,0.03
S5875080,SHORT: donchian_high20 + 0.5xATR(40)  |  filter=shallow_pullback_short(1.5)  |  exit=stop@POI / target 1.5xATR,donchian_high20|shallow_pullback_short|poi_anchored_stop|short,5,37.0,True,2,10,5224,208,0.86,-0.46,0.52,255,-99.3,0.77,-0.45,1161,-7.5,1.0,0.05,357,3.5,1.03,0.06,777,0.8,1.01,0.11,338,-81.9,0.73,-0.5,208,-37.6,0.67,-1.58,595,-84.4,0.83,-0.3,226,-18.2,0.81,-0.82,1092,-93.2,0.92,-0.11,215,-28.1,0.79,-1.02
S6903047,SHORT: prev_low + 0.5xATR(14)  |  filter=adx_below(45)  |  exit=EOD (close at end of session),prev_low|adx_below|eod_exit|short,4,36.7,True,2,10,6071,185,0.99,-0.01,0.73,282,-47.4,0.91,-0.16,616,-63.1,0.81,-1.27,185,-3.1,0.91,-0.09,448,-2.1,0.97,-0.17,580,-10.6,0.95,-0.1,205,3.4,1.09,0.3,703,-36.3,0.86,-0.23,207,-0.0,1.01,0.03,2628,-74.2,0.76,-0.31,217,32.3,1.61,1.87
S8791698,LONG: sma50 + 1.5xATR(20)  |  filter=time_window_open  |  exit=time(15 bars),sma50|time_window_open|time_exit|long,5,28.9,False,9,10,2070,79,1.64,0.61,0.39,131,108369.8,3.31,1.36,311,26.0,1.15,0.64,150,-4.5,1.0,-0.0,208,6.2,1.24,0.78,183,405.9,1.81,0.67,99,29.5,1.48,1.05,320,296.1,1.52,0.48,94,14.5,1.47,1.04,495,1159.1,1.43,0.34,79,19.8,1.54,1.02
S0705773,LONG: session_open + 1.0xATR(30)  |  exit=time(20 bars),session_open|none|time_exit|long,4,27.5,False,9,10,1656,46,1.53,0.64,0.56,119,9573.1,2.29,0.9,448,167.1,1.35,1.61,46,-7.2,0.88,-0.07,345,0.8,1.02,0.1,94,184.8,2.1,0.6,64,35.0,1.65,1.03,181,243.4,1.62,0.39,72,2.1,1.08,0.17,201,231.2,1.36,0.2,86,67.5,2.17,2.06
S6250179,LONG: sma50 + 1.5xATR(20)  |  filter=adx_master_filter  |  exit=ATR stop 1.0x / target 4.0x,sma50|adx_master_filter|atr_stop_target|long,6,27.0,False,9,10,2775,99,1.37,0.69,0.86,219,1424.7,1.6,0.77,532,9.2,1.05,0.33,136,-13.4,0.86,-0.15,370,1.0,1.03,0.16,219,56.3,1.24,0.27,170,73.5,2.17,2.8,248,38.6,1.19,0.18,99,14.3,1.55,1.14,666,787.3,1.5,0.39,116,32.4,1.64,1.42
S5006527,LONG: lowest_low_10 + 3.0xATR(40)  |  filter=shallow_pullback_long(1.5)  |  exit=stop@POI / target 4.0xATR,lowest_low_10|shallow_pullback_long|poi_anchored_stop|long,5,26.3,False,9,10,2306,85,1.3,0.43,0.43,136,5911.4,2.03,1.07,438,1.1,1.03,0.17,109,1.7,1.05,0.04,297,-0.4,1.0,-0.01,186,208.7,1.42,0.46,121,36.1,1.41,1.2,240,223.6,1.37,0.35,96,13.3,1.25,0.64,598,50.4,1.13,0.12,85,22.2,1.34,0.81
S3577087,LONG: sma20 + 2.0xATR(40)  |  filter=adx_master_filter  |  exit=time(10 bars),sma20|adx_master_filter|time_exit|long,5,26.3,False,8,10,1765,83,1.49,0.48,0.3,117,4224.5,2.45,0.95,320,28.2,1.17,0.7,85,-20.3,0.69,-0.27,239,0.4,1.02,0.08,128,11.9,1.12,0.1,117,18.8,1.3,0.63,169,127.6,1.91,0.56,86,-4.9,0.85,-0.36,421,449.3,1.45,0.32,83,14.5,1.4,0.79
S3538946,LONG: sma20 + 0.5xATR(14)  |  filter=atr_contraction(0.8)  |  exit=stop@POI / target 3.0xATR,sma20|atr_contraction|poi_anchored_stop|long,5,26.3,False,9,10,887,25,1.43,0.52,0.36,75,253.1,2.01,0.71,240,20.5,1.27,1.02,25,3.8,1.28,0.1,104,0.7,1.08,0.25,39,14.2,1.37,0.18,39,5.2,1.35,0.56,94,69.1,1.66,0.37,60,-2.9,0.89,-0.27,180,133.1,1.95,0.28,31,2.8,1.21,0.33
S4342107,LONG: prev_high + 2.5xATR(20)  |  filter=shallow_pullback_long(0.5)  |  exit=time(10 bars),prev_high|shallow_pullback_long|time_exit|long,5,26.0,False,7,10,197,0,1.96,0.29,0.0,20,132.3,2.57,0.48,29,3.4,1.27,0.34,0,0.0,,,11,-0.8,0.52,-0.57,3,0.6,2.73,0.19,22,0.7,1.09,0.11,0,0.0,,,4,1.2,2.5,0.63,101,93.4,1.96,0.29,7,2.1,1.99,0.47
S8907905,LONG: lowest_low_10 + 1.0xATR(10)  |  filter=volume_spike(2.0)  |  exit=time(5 bars),lowest_low_10|volume_spike|time_exit|long,5,25.7,False,7,10,1366,0,1.21,0.89,0.24,53,279.8,2.33,0.68,912,71.7,1.17,1.13,0,0.0,,,0,0.0,,,91,60.8,1.69,0.4,170,9.3,1.25,0.65,81,43.6,1.87,0.37,55,9.5,1.84,0.9,4,1.1,1.26,0.02,0,0.0,,
S0552401,LONG: lowest_low_10 + 3.0xATR(40)  |  filter=adx_below(30)  |  exit=ATR stop 2.5x / target 4.0x,lowest_low_10|adx_below|atr_stop_target|long,6,25.6,False,8,10,2370,80,1.34,0.48,0.45,108,2666.4,2.02,0.94,429,-8.3,0.99,-0.05,108,-1.6,1.02,0.01,316,0.7,1.02,0.1,195,485.3,1.74,0.74,101,28.8,1.48,1.3,264,182.5,1.31,0.33,112,14.0,1.26,0.76,657,205.8,1.19,0.19,80,22.6,1.39,0.92
S2175057,LONG: sma50 + 1.5xATR(40)  |  filter=adx_below(40)  |  exit=stop@POI / target 4.0xATR,sma50|adx_below|poi_anchored_stop|long,5,25.5,False,8,10,2057,80,1.43,0.54,0.6,124,9281.0,2.39,1.26,410,-24.2,0.93,-0.42,118,-13.0,0.91,-0.09,262,7.2,1.18,0.83,160,209.0,1.54,0.51,101,40.7,1.59,1.48,234,252.3,1.51,0.46,92,4.8,1.13,0.35,476,725.6,1.39,0.31,80,28.8,1.53,1.11
S6983172,LONG: sma20 + 1.0xATR(40)  |  filter=adx_master_filter  |  exit=time(15 bars),sma20|adx_master_filter|time_exit|long,5,24.9,False,8,10,2029,99,1.36,0.46,0.55,123,7890.6,2.26,0.96,422,42.9,1.16,0.78,129,-40.9,0.64,-0.41,282,-2.7,0.94,-0.27,128,53.4,1.28,0.24,116,35.5,1.48,0.99,226,147.7,1.44,0.36,99,18.8,1.49,0.98,404,443.7,1.38,0.26,100,32.9,1.66,1.27
S4294939,LONG: lowest_low_10 + 2.5xATR(30)  |  filter=volume_spike(1.5)  |  exit=time(20 bars),lowest_low_10|volume_spike|time_exit|long,5,24.1,False,6,10,771,0,1.18,0.8,0.0,63,3831.4,2.88,0.85,370,47.9,1.18,0.8,0,0.0,,,0,0.0,,,97,184.9,1.83,0.52,85,37.3,1.61,1.2,78,-8.4,0.97,-0.01,76,18.7,1.56,1.08,2,13.3,999.0,0.81,0,0.0,,
S7731924,LONG: prev_low + 2.0xATR(20)  |  filter=volume_spike(2.0)  |  exit=time(20 bars),prev_low|volume_spike|time_exit|long,5,24.0,False,6,10,412,0,1.22,0.8,0.0,30,974.5,4.08,0.74,254,39.0,1.22,0.8,0,0.0,,,0,0.0,,,33,110.9,4.16,0.73,57,33.8,1.91,1.36,17,-11.8,0.71,-0.08,20,7.9,1.91,0.88,1,5.1,999.0,,0,0.0,,
S7886311,LONG: donchian_high20 + 1.5xATR(40)  |  filter=close_above_sma100  |  exit=ATR stop 1.0x / target 1.5x,donchian_high20|close_above_sma100|atr_stop_target|long,6,23.8,False,8,10,582,5,1.26,0.4,0.21,46,98.4,2.55,0.86,106,6.1,1.2,0.61,5,4.3,2.93,0.22,59,-0.7,0.84,-0.43,23,-3.8,0.78,-0.13,60,11.4,1.97,1.78,6,2.9,3.34,0.26,19,1.0,1.22,0.28,236,22.9,1.32,0.18,22,3.4,1.56,0.7
S7980493,LONG: session_open + 1.0xATR(30)  |  filter=adx_below(40)  |  exit=stop@POI / target 4.0xATR,session_open|adx_below|poi_anchored_stop|long,5,23.8,False,7,10,2183,63,1.39,0.61,0.82,167,2375.3,1.75,0.87,622,44.8,1.13,0.86,63,-22.2,0.61,-0.36,422,-5.1,0.92,-0.56,122,61.1,1.41,0.32,76,36.3,2.04,1.88,231,13.5,1.09,0.09,104,14.2,1.36,0.88,272,-4.2,1.08,0.05,104,67.7,2.37,2.38
S7900975,LONG: hod_running + 1.0xATR(20)  |  filter=time_window_mid  |  exit=EOD (close at end of session),hod_running|time_window_mid|eod_exit|long,4,23.7,False,5,10,196,0,1.39,0.86,0.0,0,0.0,,,101,24.7,1.39,0.86,0,0.0,,,86,1.1,1.11,0.25,0,0.0,,,2,1.5,999.0,1.2,0,0.0,,,2,4.1,999.0,1.32,0,0.0,,,5,3.3,999.0,2.68
S2476621,LONG: lod_running + 1.0xATR(40)  |  filter=adx_master_filter  |  exit=EOD (close at end of session),lod_running|adx_master_filter|eod_exit|long,4,23.4,False,5,10,1823,0,1.45,1.27,1.22,0,0.0,,,603,48.5,1.13,0.73,0,0.0,,,420,6.6,1.13,0.61,0,0.0,,,300,7.9,1.19,0.64,0,0.0,,,273,7.6,1.19,0.66,0,0.0,,,227,57.5,2.6,3.71
S9427497,LONG: prev_low + 1.5xATR(30)  |  filter=adx_master_filter  |  exit=stop@POI / target 3.0xATR,prev_low|adx_master_filter|poi_anchored_stop|long,5,23.3,False,8,10,2581,74,1.21,0.26,0.64,178,5786.9,1.86,1.08,592,-28.8,0.94,-0.49,74,5.0,1.1,0.08,354,-8.3,0.85,-0.96,161,75.9,1.31,0.32,136,7.2,1.1,0.35,262,8.4,1.07,0.08,118,17.8,1.33,0.95,599,69.3,1.14,0.13,107,19.3,1.31,0.89
S1815208,LONG: lod_running + 1.5xATR(20)  |  filter=adx_master_filter  |  exit=EOD (close at end of session),lod_running|adx_master_filter|eod_exit|long,4,22.9,False,5,10,1519,0,1.49,1.09,1.07,0,0.0,,,568,8.6,1.05,0.29,0,0.0,,,399,0.9,1.02,0.12,0,0.0,,,196,10.4,1.44,1.15,0,0.0,,,193,7.0,1.29,0.79,0,0.0,,,163,41.6,2.64,3.09
S6102784,LONG: donchian_high20 + 1.5xATR(20)  |  filter=adx_below(30)  |  exit=ATR stop 1.0x / target 1.5x,donchian_high20|adx_below|atr_stop_target|long,6,22.7,False,8,10,492,5,1.2,0.11,0.0,29,66.8,2.93,0.75,85,4.1,1.16,0.45,5,3.1,2.03,0.14,50,-0.2,0.95,-0.12,28,-1.3,0.94,-0.03,39,13.4,3.31,2.55,5,1.8,2.5,0.17,16,1.9,1.53,0.55,214,12.6,1.2,0.11,21,5.9,2.08,1.12
S4057771,LONG: donchian_high20 + 1.0xATR(20)  |  filter=adx_master_filter  |  exit=stop@POI / target 3.0xATR,donchian_high20|adx_master_filter|poi_anchored_stop|long,5,22.0,False,8,10,652,8,1.09,0.07,0.02,61,377.1,2.34,0.85,113,0.0,1.02,0.05,8,-2.3,0.61,-0.14,73,-0.9,0.92,-0.22,40,17.8,1.42,0.22,58,3.7,1.14,0.32,29,0.3,1.03,0.01,22,1.7,1.22,0.29,226,22.8,1.16,0.1,22,7.2,1.64,0.75
S8203135,LONG: lowest_low_10 + 2.0xATR(30)  |  filter=atr_expansion(1.1)  |  exit=EOD (close at end of session),lowest_low_10|atr_expansion|eod_exit|long,4,21.5,False,6,10,4039,95,1.06,0.09,0.41,472,183.5,1.24,0.47,405,33.5,1.13,0.62,231,2.1,1.14,0.09,261,-1.7,0.95,-0.19,402,-30.2,0.78,-0.37,125,6.6,1.28,0.63,630,-15.4,0.94,-0.09,127,-7.6,0.78,-0.58,1291,120.3,1.34,0.23,95,11.8,1.5,1.07
S7434042,LONG: lod_running + 0.75xATR(40)  |  filter=close_above_sma100  |  exit=EOD (close at end of session),lod_running|close_above_sma100|eod_exit|long,4,21.5,False,4,10,1670,0,1.59,1.33,1.9,0,0.0,,,509,55.4,1.18,0.9,0,0.0,,,352,7.0,1.15,0.66,0,0.0,,,289,5.5,1.15,0.53,0,0.0,,,294,-4.1,0.9,-0.44,0,0.0,,,226,73.1,3.55,5.01
S8296899,LONG: prev_low + 2.0xATR(14)  |  filter=adx_master_filter  |  exit=stop@POI / target 5.0xATR,prev_low|adx_master_filter|poi_anchored_stop|long,5,21.5,False,8,10,1271,26,1.08,0.02,0.26,90,7662.0,2.67,1.19,286,-22.6,0.92,-0.42,26,-18.0,0.4,-0.42,186,1.9,1.07,0.26,62,96.8,1.86,0.44,79,20.6,1.34,0.81,118,26.2,1.17,0.12,60,3.6,1.12,0.25,313,66.6,1.18,0.13,51,14.3,1.42,0.7
S9976095,LONG: lod_running + 1.0xATR(20)  |  filter=atr_expansion(1.1)  |  exit=ATR stop 2.5x / target 1.5x,lod_running|atr_expansion|atr_stop_target|long,6,21.1,False,5,10,1652,0,1.15,0.5,0.27,0,0.0,,,840,3.1,1.02,0.19,0,0.0,,,498,2.4,1.04,0.31,0,0.0,,,106,14.8,1.33,0.89,0,0.0,,,117,9.5,1.2,0.6,0,0.0,,,91,22.9,1.49,1.22
